link,etichetta
https://drive.google.com/file/d/1FXQPCX6uNEv-kwv8AqGOLNKtkMi7KNpB/view?usp=sharing,Canguro
https://drive.google.com/file/d/16zyqGWs20dBhNFI5dU3QXoiKC-Cx7ysz/view?usp=sharing,Canis domesticus
