0,059507344,0,3348177075,-0,314047575,0,5205059052,0,6940138139
0,064512227,0,3291820884,0,06652283669,-0,2285766602,0,4062430611
0,069547627,0,1064253449,-0,4201316833,0,2232255936,0,4875106676
0,07455251,0,1931107342,0,1132888794,-0,162856102,0,2768541779
0,079557393,-0,3502912223,0,3332028389,-0,0461473465,0,4856517784
0,084592793,0,8695667982,0,02003717422,0,9264669418,1,27078279
0,089597676,-0,8361479044,-0,08887195587,0,5893878937,1,026849372
0,094633076,-0,8408170938,0,4555802345,1,360762596,1,663190181
0,099637959,-0,8280897141,0,4861006737,1,35428524,1,660155099
0,10467336,-0,7232394814,0,6295223236,0,2372407913,0,9877534594
0,109678242,-0,7269317508,0,6437482834,0,2340784073,0,9988164613
0,114713643,-0,1819530874,0,5764567852,0,02577781677,0,6050403681
0,119718526,-0,2350305915,0,5701951981,0,02641391754,0,6173002818
0,124723408,0,193230778,1,67356205,-1,062714577,1,991861024
0,129758809,0,173351258,1,667773485,-1,061577797,1,984556997
0,134763692,0,4358966351,0,4254934788,0,7491168976,0,9655188777
0,139768574,-0,216589421,1,456589699,0,6571216583,1,612567332
0,144773457,-0,2452862412,0,7497520447,0,7601184845,1,095478699
0,149808858,-0,2256606221,0,7103500366,0,7697868347,1,071490393
0,15481374,-0,3922168911,0,518674612,0,361577034,0,7440399145
0,159818623,-0,3803450167,0,5170650482,0,362118721,0,7369861355
0,164823506,-0,6779765487,0,1249258518,0,4172325134,0,8058173734
0,169828389,-0,002399668097,1,770240784,0,250875473,1,787930841
0,174833272,-0,983564496,0,2805056572,1,437731743,1,76441353
0,179838155,-0,6720715761,1,247117519,0,3959093094,1,470961078
0,184843037,-0,7241283655,1,247203112,0,395195961,1,495345224
0,189878438,1,176415443,0,6366631985,2,015209198,2,418752041
0,194883321,1,15315187,1,292821884,0,09656143188,1,735071114
0,199888203,1,836403131,0,6939995289,-0,4722700119,2,019170813
0,204893086,0,8209849,0,1830646992,-0,3808774948,0,9233615522
0,209897969,1,489637971,1,399037838,-0,2874412537,2,063722518
0,214933369,0,6749533415,1,583813906,-1,011742592,1,996910507
0,219938252,-0,746240437,0,3485476971,-0,4767541885,0,9516589953
0,224943135,1,193786025,1,187651396,0,6295585632,1,797772204
0,229978535,-1,055924892,0,4644899368,2,814164162,3,04142207
0,234983418,-0,5749907494,0,2852985859,1,727977753,1,843343907
0,240018819,-1,336744785,-0,2517299652,-0,470541954,1,439327734
0,245023701,0,7188683748,0,8172879219,-0,5197973251,1,206200873
0,250028584,-0,03926448524,-1,730009079,1,554400444,2,326076923
0,255063985,0,599842906,-0,6474657059,0,4369325638,0,9848519774
0,260068867,-0,2900242209,-1,293881655,-1,4050951,1,931977232
0,26507375,-1,541876435,-1,762985945,-2,315810204,3,293702974
0,270109151,-1,414727449,-2,913828373,1,350068092,3,509206947
0,275114033,-0,6433739066,-3,152787924,2,013447762,3,795783656
0,280118916,0,138959989,-2,536466599,1,297199249,2,8523146
0,285154317,-0,1988646537,-2,400061369,2,077874184,3,180786514
0,290159199,-0,2134830356,-2,348543167,2,06652832,3,13556523
0,295164082,0,7137367725,-3,055194139,2,407299995,3,954582744
0,300168965,0,9731593728,-2,629619837,-1,256748199,3,072678911
0,305204365,0,9732558131,-2,613361835,-1,260091782,3,060182717
0,310209248,-0,201854974,-2,357011318,-2,771491051,3,643818111
0,315214131,0,2263233364,-2,677464485,-0,9092254639,2,836675742
0,320219014,-0,4538315535,-2,891674995,2,220861435,3,674230922
0,325223897,-1,159582853,-3,028975964,1,318871498,3,50124975
0,330259297,1,11342144,-0,8454200029,-0,1181249619,1,402995293
0,33526418,1,085819483,-0,7989928722,-0,1270952225,1,35408521
0,340269063,0,6903879642,-1,622941971,-0,8043079376,1,938423958
0,345273946,0,6711965799,-1,607716918,-0,8071546555,1,920093012
0,350278828,-0,01217927784,-2,125042915,-4,708518028,5,165858859
0,355314229,-0,4427738786,-2,990354538,-2,075270653,3,666744776
0,360319112,-0,395575881,-2,968884706,-2,078795433,3,645839702
0,365323994,-0,7216780782,-3,096427917,3,583863258,4,790903981
0,370328877,0,2251419574,-1,566102862,0,6746425629,1,720031879
0,375364278,0,2328080386,-1,533916712,0,6693305969,1,689705155
0,38036916,-0,9810033441,-2,576156139,0,56387043,2,813698256
0,385374043,-0,1720909476,-2,324635029,1,465461731,2,753383627
0,390409444,0,720476985,-1,736902952,-1,860996246,2,645605031
0,395414326,-0,9565829635,-2,086244583,-4,375909805,4,941260371
0,400419209,-0,9505300522,-2,049310684,-4,381573677,4,929641929
0,40545461,-0,5287798643,-2,737899303,-2,197024345,3,550016439
0,410459492,-1,408042908,-1,370434403,1,115158081,2,259259354
0,415464375,-0,6542876363,-2,491154194,2,780151367,3,789879042
0,420499776,-0,07391603291,-2,080035686,-0,08862686157,2,083234686
0,425504658,0,1989116967,-1,711479187,1,867389679,2,540840625
0,430509541,0,7761973143,-2,368553638,1,29960537,2,810961175
0,435514424,0,775156498,-2,344131947,1,29643631,2,788650083
0,440549824,0,2991464734,-1,409685135,-3,403548241,3,696057551
0,445554707,0,3161310554,-1,37061882,-3,40819931,3,687052662
0,45055959,-1,102342963,-1,149256349,0,5758953094,1,693400594
0,455564473,0,006527677178,-2,984268904,5,335058212,6,112998416
0,460599873,0,02431693673,-2,962565184,5,332928658,6,100615694
0,465604756,0,2411434501,-2,013173819,0,737616539,2,157567414
0,470609639,-0,01422077417,-1,756592989,0,8299684525,1,942850687
0,475614522,0,6551685929,-1,786809564,1,466532707,2,402634488
0,480619405,0,8769138455,-1,287719131,-1,659208298,2,27599882
0,485654805,0,5169981718,-1,645626545,-3,85082531,4,219505824
0,490659688,-0,6869700551,-2,023314238,-2,99505043,3,679137866
0,495664571,-1,516270518,-1,842903376,0,7367544174,2,497634122
0,500669453,-0,469671756,-1,911123753,4,022747993,4,478335291
0,505704854,-1,091435313,-1,457751751,2,923350334,3,444161493
0,510709737,-1,102360964,-1,449452877,2,922308922,3,443254677
0,515714619,-0,5235211849,-1,876969099,0,4619092941,2,002610203
0,52075002,-0,566249609,-1,872743607,0,4607915878,2,010008986
0,525754903,0,6785823107,-1,285650492,1,116333961,1,832913706
0,530759785,0,6981893778,-1,487243176,0,4748096466,1,71020609
0,535795186,0,4715639353,-1,299353361,-3,492258072,3,755869825
0,540800069,-1,575696945,-2,259412766,-0,9260663986,2,906091169
0,545804951,-1,54677248,-2,25423789,-0,9260187149,2,886451841
0,550840352,-0,7748134732,-1,24454236,3,256843567,3,571589509
0,555845235,-0,4833567142,-1,727645159,0,09089565277,1,796288821
0,560850117,0,2045758665,-0,8579189777,-1,29117012,1,56364847
0,565885518,0,05878804624,-1,862247348,1,479400635,2,379085424
0,570890401,0,03332327306,-1,85258615,1,478185654,2,370278193
0,575895283,0,5664815307,-1,448863983,0,7498006821,1,726936371
0,580900166,-0,3864171505,-1,291782737,-4,769316673,4,956248822
